statistics_code,statistics_name,value,date,classification,county_code,county_name,country_code,country_name
religious,Religious,0.15021108538744382,2011,religion,benesov,Benešov,cz,Czechia
religious,Religious,0.0677924791086351,2011,religion,beroun,Beroun,cz,Czechia
religious,Religious,0.24037915767964582,2011,religion,blansko,Blansko,cz,Czechia
religious,Religious,0.16804823885176193,2011,religion,brno-mesto,Brno-město,cz,Czechia
religious,Religious,0.20612215220552593,2011,religion,brno-venkov,Brno-venkov,cz,Czechia
religious,Religious,0.10340586667817418,2011,religion,bruntal,Bruntál,cz,Czechia
religious,Religious,0.21340447406672103,2011,religion,breclav,Břeclav,cz,Czechia
religious,Religious,0.051510580015085954,2011,religion,ceska-lipa,Česká Lípa,cz,Czechia
religious,Religious,0.13754545162016926,2011,religion,ceske-budejovice,České Budějovice,cz,Czechia
religious,Religious,0.12119108995968009,2011,religion,cesky-krumlov,Český Krumlov,cz,Czechia
religious,Religious,0.05138395144138969,2011,religion,decin,Děčín,cz,Czechia
religious,Religious,0.13136201314955112,2011,religion,domazlice,Domažlice,cz,Czechia
religious,Religious,0.2671547392133079,2011,religion,frydek-mistek,Frýdek-Místek,cz,Czechia
religious,Religious,0.17043633314582293,2011,religion,havlickuv-brod,Havlíčkův Brod,cz,Czechia
religious,Religious,0.3101647903410018,2011,religion,hodonin,Hodonín,cz,Czechia
religious,Religious,0.09724519091853609,2011,religion,hradec-kralove,Hradec Králové,cz,Czechia
religious,Religious,0.0798554131370027,2011,religion,cheb,Cheb,cz,Czechia
religious,Religious,0.051933167972363435,2011,religion,chomutov,Chomutov,cz,Czechia
religious,Religious,0.1505537844358957,2011,religion,chrudim,Chrudim,cz,Czechia
religious,Religious,0.0667687074829932,2011,religion,jablonec-nad-nisou,Jablonec nad Nisou,cz,Czechia
religious,Religious,0.11413393847185332,2011,religion,jesenik,Jeseník,cz,Czechia
religious,Religious,0.08597023914079947,2011,religion,jicin,Jičín,cz,Czechia
religious,Religious,0.18288666509835147,2011,religion,jihlava,Jihlava,cz,Czechia
religious,Religious,0.1313076685356055,2011,religion,jindrichuv-hradec,Jindřichův Hradec,cz,Czechia
religious,Religious,0.07257072570725707,2011,religion,karlovy-vary,Karlovy Vary,cz,Czechia
religious,Religious,0.16687597993712802,2011,religion,karvina,Karviná,cz,Czechia
religious,Religious,0.05946510998180089,2011,religion,kladno,Kladno,cz,Czechia
religious,Religious,0.1417306301472132,2011,religion,klatovy,Klatovy,cz,Czechia
religious,Religious,0.07997833355902542,2011,religion,kolin,Kolín,cz,Czechia
religious,Religious,0.22641116236774053,2011,religion,kromeriz,Kroměříž,cz,Czechia
religious,Religious,0.10668355947904747,2011,religion,kutna-hora,Kutná Hora,cz,Czechia
religious,Religious,0.07157489492459294,2011,religion,liberec,Liberec,cz,Czechia
religious,Religious,0.06383976534388376,2011,religion,litomerice,Litoměřice,cz,Czechia
religious,Religious,0.06018241363524316,2011,religion,louny,Louny,cz,Czechia
religious,Religious,0.06592839602900849,2011,religion,melnik,Mělník,cz,Czechia
religious,Religious,0.06538949854034078,2011,religion,mlada-boleslav,Mladá Boleslav,cz,Czechia
religious,Religious,0.04224558264370387,2011,religion,most,Most,cz,Czechia
religious,Religious,0.1399817434961205,2011,religion,nachod,Náchod,cz,Czechia
